KEY;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;ITALIAN;HUNGARIAN;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;X
EVTNAME5000004;A Gypsy stronghold;Un Bastion Bohème;Eine Zigeunerhochburg;Cygañska twierdza;Una fortaleza gitana;Una roccaforte zingara;Cigány erõdítmény;Cikánská pevnost;Cigány erõdítmény;Een zigeunerbolwerk;Uma fortaleza cigana;Öûãàíñêàÿ êğåïîñòü;Gypsy linnoitus;x
EVTDESC5000004;$PROVINCENAME$ has recently been assimilated by the culture of the Gypsies to the point it is considered a core land of theirs.;$PROVINCENAME$ a récemment été assimilé par la culture des Tsiganes au point qu'il est considéré comme une terre de base pour eux.;$PROVINCENAME$ wurde kürzlich von der Kultur der Zigeuner so weit aufgenommen, dass sie als ihr Kernland gilt.;$PROVINCENAME$ zosta³a ostatnio zasymilowana przez kulturê Cyganów do tego stopnia, ¿e uwa¿ana jest za ich rdzeñ.;$PROVINCENAME$ ha sido asimilado recientemente por la cultura de los gitanos hasta el punto de que se considera una tierra central de ellos.;$PROVINCENAME$ è stato recentemente assimilato dalla cultura degli zingari al punto da essere considerato loro terra principale.;A $PROVINCENAME$-ot a cigányok kultúrája nemrégiben asszimilálta arra a pontra, hogy az övék alapterületének tekintik.;$PROVINCENAME$ byl nedávno asociován kulturou Cikánù do té míry, e je povaován za jejich hlavní zemi.;A $PROVINCENAME$-ot a cigányok kultúrája nemrégiben asszimilálta arra a pontra, hogy az övék alapterületének tekintik.;$PROVINCENAME$ is recentelijk geassimileerd door de cultuur van de zigeuners tot het punt dat het wordt beschouwd als een kernland van hen.;$PROVINCENAME$ foi recentemente assimilado pela cultura dos ciganos a ponto de ser considerado uma terra central deles.;$PROVINCENAME$ íåäàâíî áûëà àññèìèëèğîâàíà êóëüòóğîé öûãàí äî òàêîé ñòåïåíè, ÷òî îíà ñ÷èòàåòñÿ èõ îñíîâíîé çåìëåé.;$PROVINCENAME$ on viime aikoina rinnastanut mustalaisten kulttuurin siihen pisteeseen, että sitä pidetään heidän ytimenä.;x
EVTOPTA5000004;But aren't the Gypsy nomads?;Mais les gitans ne sont-ils nomades?;Aber sind die Zigeuner nicht Nomaden?;Ale czy cygañscy koczownicy nie s¹?;¿Pero no son los gitanos nómadas?;Ma gli zingari non sono nomadi?;De nem a cigány nomádok?;Ale nejsou to cikánští koèovníci?;De nem a cigány nomádok?;Maar zijn het niet de zigeuner-nomaden?;Mas os nômades ciganos não são?;Íî ğàçâå íå öûãàíå-êî÷åâíèêè?;Mutta eikö romani-nomadit ole?;x
EVTNAME5000005;The Treaty of Farafra;Le traité de Farafra;Der Vertrag von Farafra;Traktat Farafra;El tratado de Farafra;Il trattato di Farafra;A Farafra Szerzõdés;Smlouva z Farafry;A Farafra Szerzõdés;Het Verdrag van Farafra;O Tratado de Farafra;Äîãîâîğ Ôàğàôğà;Farafran sopimus;x
EVTDESC5000005;Since revising the land ownership in the area of Egypt we laid claim on the Western-most corner of the Egyptian Desert.;Depuis la révision de la propriété foncière dans la région de l'Égypte, nous avons revendiqué le coin le plus occidental du désert égyptien.;Seit der Überarbeitung des Landbesitzes in der Region Ägypten haben wir Anspruch auf die westlichste Ecke der ägyptischen Wüste erhoben.;Od czasu rewizji w³asnoœci gruntów w Egipcie zg³osiliœmy roszczenia w najbardziej wysuniêtym na zachód zak¹tku pustyni egipskiej.;Desde que revisamos la propiedad de la tierra en el área de Egipto, reclamamos el rincón más occidental del desierto egipcio.;Da quando abbiamo rivisto la proprietà terriera nell'area dell'Egitto, abbiamo rivendicato l'angolo più occidentale del deserto egiziano.;Azóta, hogy felülvizsgálták a földbirtokosságot Egyiptom területén, az Egyiptomi sivatag nyugati legszélesebb sarkán álltunk igénybe.;Od revize vlastnictví pùdy v oblasti Egypta jsme si nárokovali nejzápadnìjší roh egyptské pouštì.;Azóta, hogy felülvizsgálták a földbirtokosságot Egyiptom területén, az Egyiptomi sivatag nyugati legszélesebb sarkán álltunk igénybe.;Sinds de herziening van het landbezit in het gebied van Egypte hebben we aanspraak gemaakt op de meest westelijke hoek van de Egyptische woestijn.;Desde a revisão da propriedade da terra na área do Egito, reivindicamos o canto mais ocidental do deserto egípcio.;Ïîñëå ïåğåñìîòğà ïğàâà ñîáñòâåííîñòè íà çåìëş â ğàéîíå Åãèïòà ìû ïğåòåíäîâàëè íà ñàìûé çàïàäíûé óãîë åãèïåòñêîé ïóñòûíè.;Tarkistettuaan maan omistusoikeutta Egyptin alueella, vaadimme Egyptin autiomaa-alueen länsipuolella olevaa nurkkaa.;x
STRING_WHY;…But why?;…Mais pourquoi?;…Aber wieso?;…Ale dlaczego?;…¿Pero por qué?;…Ma perché?;…De miért?;…Ale proè?;…De miért?;…Maar waarom?;…Mas por que?;…Íî ïî÷åìó?;…Mutta miksi?;x
EVTNAME5000006;The Treaty of Mubarak al-Fezzani;Le traité de Moubarak al-Fezzani;Der Vertrag von Mubarak al-Fezzani;Traktat z Mubaraka al-Fezzani;El tratado de Mubarak al-Fezzani;Il trattato di Mubarak al-Fezzani;Mubarak al-Fezzani szerzõdés;Smlouva z Mubaraku al-Fezzani;Mubarak al-Fezzani szerzõdés;Het Verdrag van Mubarak al-Fezzani;O Tratado de Mubarak al-Fezzani;Ìóáàğàê àëü-Ôåööàíè;Mubarak al-Fezzanin sopimus;x
EVTDESC5000006;Since revising the land ownership in the area of Fezzan we laid claim on the Southern-most corner of the Fezzani Desert.;Depuis la révision de la propriété foncière dans la région du Fezzan, nous avons revendiqué le coin le plus au sud du désert du Fezzani.;Seit der Überarbeitung des Landbesitzes in der Gegend von Fezzan haben wir Anspruch auf die südlichste Ecke der Fezzani-Wüste erhoben.;Od czasu rewizji w³asnoœci ziemi w rejonie Fezzan, zg³osiliœmy roszczenia w najbardziej wysuniêtym na po³udnie zak¹tku pustyni Fezzani.;Desde que revisamos la propiedad de la tierra en el área de Fezzan, reclamamos el rincón más al sur del desierto de Fezzani.;Da quando abbiamo rivisto la proprietà terriera nell'area di Fezzan abbiamo rivendicato l'angolo più meridionale del deserto di Fezzani.;Mivel a földtulajdon felülvizsgálata alatt állt a Fezzan területén, a Fezzani-sivatag déli legszélesebb sarkán álltunk igénybe.;Od revize vlastnictví pùdy v oblasti Fezzanu jsme vznesli nárok na nejjinìjší roh pouštì Fezzani.;Mivel a földtulajdon felülvizsgálata alatt állt a Fezzan területén, a Fezzani-sivatag déli legszélesebb sarkán álltunk igénybe.;Sinds de herziening van het landbezit in het gebied van Fezzan hebben we aanspraak gemaakt op de meest zuidelijke hoek van de Fezzani-woestijn.;Desde a revisão da propriedade da terra na área de Fezzan, reivindicamos o canto mais ao sul do deserto de Fezzani.;Ïîñëå ïåğåñìîòğà ïğàâà ñîáñòâåííîñòè íà çåìëş â ğàéîíå Ôåööàíà ìû ïğåòåíäîâàëè íà ñàìûé şæíûé óãîë ïóñòûíè Ôåööàíè.;Koska Fezzanin alueen maanomistus oli tarkistettu, vaadimme Fezzanin autiomaa eteläisimmässä nurkassa.;x
EVTNAME5000007;The Empire of Persia;L'Empire de Perse;Das Reich von Persien;Imperium Persji;El imperio de Persia;L'Impero di Persia;A Perzsa Birodalom;Øíše Persie;A Perzsa Birodalom;Het rijk van Perzië;O Império da Pérsia;Èìïåğèÿ Ïåğñèè;Persian valtakunta;x
EVTDESC5000007;Our lord, Ali al-Shaykh, had to relinquish the country to the Persian lord.;Notre seigneur, Ali al-Shaykh, a dû céder le pays au seigneur perse.;Unser Herr Ali al-Shaykh musste das Land an den persischen Herrn abgeben.;Nasz pan, Ali al-Shaykh, musia³ oddaæ kraj w³adcy perskiemu.;Nuestro señor, Ali al-Shaykh, tuvo que ceder el país al señor persa.;Il nostro signore, Alì al-Sciaic, ha dovuto abbandonare il paese al signore persiano.;Uramunk, Ali al-Shaykhnak el kellett hagynia az országot a perzsa uraknak.;Náš pán, Ali al-Shaykh, se musel vzdát zemì perskému pánovi.;Uramunk, Ali al-Shaykhnak el kellett hagynia az országot a perzsa uraknak.;Onze heer Ali al-Shaykh moest het land afstaan aan de Perzische heer.;Nosso senhor, Ali al-Shaykh, teve que entregar o país ao senhor persa.;Íàø ëîğä Àëè àëü-Øåéõ äîëæåí áûë ïåğåäàòü ñòğàíó ïåğñèäñêîìó ëîğäó.;Herramme Ali al-Shaykhin piti luovuttaa maa Persian herralle.;x
EVTOPTA5000007;This is not Sparta.;Ceci n'est pas Sparte.;Das ist nicht Sparta.;To nie jest Sparta.;Esto no es Esparta.;Questa non è Sparta.;Ez nem Sparta.;Toto není Sparta.;Ez nem Sparta.;Dit is geen Sparta.;Isto não é Esparta.;İòî íå Ñïàğòà.;Tämä ei ole Sparta.;x
EVTNAMEFAKE;Identity crisis;Crise d'identité;Identitätskrise;Kryzys osobowoœci;Crisis de identidad;Crisi d'identità;Személyiségi válság;Krize identity;Személyiségi válság;Identiteitscrisis;Crise de identidade;Êğèçèñ ëè÷íîñòè;Identiteettikriisi;x
EVTDESCFAKE;My $MONARCHTITLE$, how come we claim to be the owners of $COUNTRY$ and yet we live in $CAPITAL$?;Mon $MONARCHTITL $, comment se fait-il que nous prétendions être les seigneurs de $COUNTRY$ et que nous vivions à $CAPITAL$?;Mein $MONARCHTITLE$, warum behaupten wir, Besitzer von $COUNTRY$ zu sein und wohnen dennoch in $CAPITAL$?;Mój $MONARCHTITLE$, dlaczego twierdzimy, ¿e jesteœmy w³aœcicielami $COUNTRY$, a mimo to ¿yjemy w $CAPITAL$?;Mi $MONARCHTITLE$, ¿por qué decimos ser dueños de $COUNTRY$ y aún así vivimos en $CAPITAL$?;Mio $MONARCHTITLE$, come mai diciamo di essere i signori di $COUNTRY$ e viviamo a $CAPITAL$?;Saját $MONARCHTITLE$, miért állíthatjuk, hogy a (z) $COUNTRY$ tulajdonosok, és mégis $CAPITAL$-on élünk?;Mùj $MONARCHTITLE$, jak to, e tvrdíme, e jsme vlastníci $COUNTRY$, a pøesto ijeme v $CAPITAL$?;Saját $MONARCHTITLE$, miért állíthatjuk, hogy a (z) $COUNTRY$ tulajdonosok, és mégis $CAPITAL$-on élünk?;Mijn $MONARCHTITLE$, hoe komt het dat we beweren de eigenaren te zijn van $COUNTRY$ en toch leven we in $CAPITAL$?;Meu $MONARCHTITLE$, como alegamos ser os proprietários de $COUNTRY$ e ainda assim moramos em $CAPITAL$?;Ìîé $MONARCHTITLE$, ïî÷åìó ìû çàÿâëÿåì, ÷òî ÿâëÿåìñÿ âëàäåëüöàìè $COUNTRY$, è âñå æå ìû æèâåì â $CAPITAL$?;Minun $MONARCHTITLE$, miksi me väitämme olevan $COUNTRY$ omistajia ja elämme silti $CAPITAL$?;x
EVTNAMENAMEFAKE;Identity crisis: The Solution;Crise d'identité: la solution;Identitätskrise: Die Lösung;Kryzys to¿samoœci: rozwi¹zanie;Crisis de identidad: la solución;Crisi d'identità: la soluzione;Személyiségi válság: A megoldás;Krize identity: Øešení;Személyiségi válság: A megoldás;Identiteitscrisis: de oplossing;Crise de identidade: a solução;Êğèçèñ èäåíòè÷íîñòè: ğåøåíèå;Henkilöllisyyskriisi: Ratkaisu;x
EVTDESCNAMEFAKE;My $MONARCHTITLE$, we finally found out you can fix your position internationally.;Mon $MONARCHTITLE$, nous avons enfin découvert que vous pouvez fixer votre position à l'international.;Mein $MONARCHTITLE$, wir haben endlich herausgefunden, wie Sie Ihre Position international festlegen können.;Mój $MONARCHTITLE$, w koñcu dowiedzieliœmy siê, ¿e mo¿esz ustaliæ swoj¹ pozycjê na arenie miêdzynarodowej.;Mi $MONARCHTITLE$, finalmente descubrimos que puede arreglar Su posición internacionalmente.;Mio $MONARCHTITLE$, abbiamo finalmente scoperto come può sistemare la Sua posizione a livello internazionale.;Saját $MONARCHTITLE$, végül rájöttünk, hogy rögzítheti pozícióját nemzetközi szinten.;Mùj $MONARCHTITLE$, koneènì jsme zjistili, e svou pozici mùete na mezinárodní úrovni opravit.;Saját $MONARCHTITLE$, végül rájöttünk, hogy rögzítheti pozícióját nemzetközi szinten.;Mijn $MONARCHTITLE$, we zijn er eindelijk achter gekomen dat je je positie internationaal kunt verbeteren.;Meu $MONARCHTITLE$, finalmente descobrimos que você pode corrigir sua posição internacionalmente.;Ìîé $MONARCHTITLE$, ìû íàêîíåö-òî óçíàëè, ÷òî âû ìîæåòå èñïğàâèòü ñâîş ïîçèöèş íà ìåæäóíàğîäíîì óğîâíå.;Minun $MONARCHTITLE$, huomasimme lopulta, että voit korjata asemasi kansainvälisesti.;x
EVTOPTANAMEFAKE;I shall be the $MONARCHTITLE$ of $CAPITAL$;Je serai le $MONARCHTITLE$ de $CAPITAL$;Ich werde der $MONARCHTITLE$ von $CAPITAL$ sein;Bêdê $MONARCHTITLE$ z $CAPITAL$;Seré el $MONARCHTITLE$ de  $CAPITAL$;Sarò $MONARCHTITLE$ di $CAPITAL$;Én vagyok a $CAPITAL$ $MONARCHTITLE$;Budu $MONARCHTITLE$ z $CAPITAL$;Én vagyok a $CAPITAL$ $MONARCHTITLE$;Ik zal de $MONARCHTITLE$ van $CAPITAL$ zijn;Serei o $MONARCHTITLE$ de $CAPITAL$;ß áóäó $MONARCHTITLE$ $CAPITAL$;Minusta tulee $MONARCHTITLE$ $CAPITAL$;x
EVTNAME100000024;Peasant Socialism;Socialisme des Paysans;Bauernsozialismus;Socjalizm ch³opski;Socialismo campesino;Socialismo contadino;Paraszt szocializmus;Rolnickı socialismus;Paraszt szocializmus;Boeren socialisme;Socialismo camponês;Êğåñòüÿíñêèé ñîöèàëèçì;Talonpoikaissosialismi;x
EVTDESC100000024;The revolution has happened. Through the peasant's strugle, the socialist republican model claims true democracy for the people, without manipulation from the corrupt bourgeoise or the despotic nobility. The people have endured and prevailed, proving the legitimacy of this political view. Through a unified society under a single social class, socialism finds a strong base to spread beyond their borders.;La révolution est arrivée. À travers la lutte du paysan, le modèle républicain socialiste revendique une vraie démocratie pour le peuple, sans manipulation de la bourgeoise corrompue ou de la noblesse despotique. Le peuple a enduré et a prévalu, prouvant la légitimité de cette vision politique. Grâce à une société unifiée sous une seule classe sociale, le socialisme trouve une base solide pour s'étendre au-delà de leurs frontières.;Die Revolution ist passiert. Durch den Kampf der Bauern beansprucht das sozialistische republikanische Modell echte Demokratie für das Volk, ohne Manipulation durch die korrupte Bourgeoise oder den despotischen Adel. Das Volk hat durchgehalten und sich durchgesetzt und die Legitimität dieser politischen Sichtweise bewiesen. Durch eine einheitliche Gesellschaft unter einer einzigen sozialen Klasse findet der Sozialismus eine starke Basis, um sich über ihre Grenzen hinaus auszubreiten.;Rewolucja siê wydarzy³a. Socjalistyczno-republikañski model poprzez walkê ch³opsk¹ domaga siê prawdziwej demokracji dla ludzi, bez manipulacji skorumpowanych bur¿uazji czy despotycznej szlachty. Naród przetrwa³ i zwyciê¿y³, udowadniaj¹c s³usznoœæ tego pogl¹du politycznego. Poprzez zjednoczone spo³eczeñstwo pod jedn¹ klas¹ spo³eczn¹ socjalizm znajduje siln¹ podstawê do rozprzestrzeniania siê poza ich granice.;La revolución ha sucedido. A través de la lucha de los campesinos, el modelo republicano socialista reclama una verdadera democracia para el pueblo, sin la manipulación de la burguesía corrupta o la nobleza despótica. La gente ha resistido y prevalecido, demostrando la legitimidad de esta visión política. A través de una sociedad unificada bajo una sola clase social, el socialismo encuentra una base sólida para extenderse más allá de sus fronteras.;La rivoluzione è avvenuta. Attraverso la lotta del contadino, il modello socialista repubblicano rivendica la vera democrazia per il popolo, senza manipolazione da parte della borghesia corrotta o della nobiltà dispotica. Il popolo ha resistito e ha prevalso, dimostrando la legittimità di questa visione politica. Attraverso una società unificata in un'unica classe sociale, il socialismo trova una base solida per espandersi oltre i propri confini.;Megtörtént a forradalom. A paraszt küzdelme révén a szocialista köztársasági modell az emberek valódi demokráciáját követeli, anélkül, hogy a korrupt burzsoá vagy az despotikus nemesség manipulálná. Az emberek elviselték és uralkodtak, bizonyítva e politikai nézet legitimitását. Az egyetlen társadalmi osztály alá tartozó egységes társadalmon keresztül a szocializmus erõs alapot talál a határain átterjedõ területekre.;Revoluce se stala. Prostøednictvím rolnického boje si socialistickı republikánskı model nárokuje opravdovou demokracii pro lidi, ani by manipuloval zkaenou buroazií nebo despotickou šlechtou. Lidé pøeili a zvítìzili, co dokazuje legitimitu tohoto politického pohledu. Prostøednictvím sjednocené spoleènosti v rámci jedné sociální tøídy najde socialismus silnou základnu, která se šíøí za jejich hranice.;Megtörtént a forradalom. A paraszt küzdelme révén a szocialista köztársasági modell az emberek valódi demokráciáját követeli, anélkül, hogy a korrupt burzsoá vagy az despotikus nemesség manipulálná. Az emberek elviselték és uralkodtak, bizonyítva e politikai nézet legitimitását. Az egyetlen társadalmi osztály alá tartozó egységes társadalmon keresztül a szocializmus erõs alapot talál a határain átterjedõ területekre.;De revolutie is gebeurd. Door de strijd van de boer claimt het socialistische republikeinse model echte democratie voor het volk, zonder manipulatie door de corrupte burgerij of de despotische adel. De mensen hebben het doorstaan en de overhand gehad, wat de legitimiteit van deze politieke visie bewijst. Door een verenigde samenleving onder één enkele sociale klasse, vindt het socialisme een sterke basis om zich over hun grenzen te verspreiden.;A revolução aconteceu. Através da luta do camponês, o modelo republicano socialista reivindica verdadeira democracia para o povo, sem manipulação da burguesia corrupta ou da nobreza despótica. O povo resistiu e prevaleceu, comprovando a legitimidade dessa visão política. Através de uma sociedade unificada sob uma única classe social, o socialismo encontra uma base forte para se espalhar além de suas fronteiras.;Ğåâîëşöèÿ ïğîèçîøëà. ×åğåç êğåñòüÿíñêóş áîğüáó ñîöèàëèñòè÷åñêàÿ ğåñïóáëèêàíñêàÿ ìîäåëü ïğåòåíäóåò íà ïîäëèííóş äåìîêğàòèş äëÿ íàğîäà, áåç ìàíèïóëÿöèé ñî ñòîğîíû êîğğóìïèğîâàííîé áóğæóàçèè èëè äåñïîòè÷åñêîãî äâîğÿíñòâà. Íàğîä ïåğåæèë è îäåğæàë ïîáåäó, äîêàçàâ çàêîííîñòü ıòîãî ïîëèòè÷åñêîãî âçãëÿäà. ×åğåç îáúåäèíåííîå îáùåñòâî ïîä åäèíûì ñîöèàëüíûì êëàññîì ñîöèàëèçì íàõîäèò ïğî÷íóş îñíîâó äëÿ ğàñïğîñòğàíåíèÿ çà ïğåäåëû ñâîèõ ãğàíèö.;Vallankumous on tapahtunut. Talonpojan taistelun kautta sosialistinen tasavallan malli väittää todellisen demokratian kansalle ilman korruptoituneen porvariston tai despoottisen aatelison manipulointia. Kansalaiset ovat kestäneet ja voittaneet todistaakseen tämän poliittisen näkemyksen laillisuuden. Yhtenäisen yhteiskunnan kautta, joka on yksi yhteiskunnallinen luokka, sosialismi löytää vahvan perustan leviämään rajojensa ulkopuolelle.;x
EVTOPTA100000024;The people are free from their yoke now.;Le peuple est désormais libre de son joug.;Die Menschen sind jetzt frei von ihrem Joch.;Teraz ludzie s¹ wolni od swego jarzma.;La gente está libre de su yugo ahora.;Le persone sono state liberate dal loro giogo;Az emberek most mentesek az igájuktól.;Lidé jsou nyní osvobození od svého jho.;Az emberek most mentesek az igájuktól.;De mensen zijn nu vrij van hun juk.;As pessoas estão livres do seu jugo agora.;Ëşäè òåïåğü ñâîáîäíû îò èãà.;Ihmiset ovat nyt vapaita ikeestä.;x
EVTNAME100200026;The Revolution Lives On;La révolution perdure;Die Revolution lebt weiter;Rewolucja trwa;La revolución sigue viva;La rivoluzione vive;A forradalom tovább él;Revoluce ije dál;A forradalom tovább él;De revolutie leeft voort;A revolução vive;Ğåâîëşöèÿ æèâåò;Vallankumous elää;x
EVTDESC100200026;The old order has been overthrown in our nation. Enlightened ideals have sprung a new age, where petty despots who don't uphold the best interest of our citizens don't have a place no more. Rule by law, valuing inividual freedom, equal rights to all men, and mutual cooperation between individuals unshackled from the state, are all for the betterment of our society. ;L'Ancien Regime a été renversé dans notre nation. Des idéaux éclairés ont jailli une nouvelle ère, où les petits despotes qui ne défendent pas le meilleur intérêt de nos citoyens n'ont plus leur place. Règle par la loi, valorisant la liberté individuelle, l'égalité des droits pour tous les hommes et la coopération mutuelle entre les individus libérés de l'État, sont tous pour le bien de notre société.;Die alte Ordnung wurde in unserer Nation gestürzt. Erleuchtete Ideale haben ein neues Zeitalter eingeleitet, in dem kleine Despoten, die nicht das beste Interesse unserer Bürger wahren, keinen Platz mehr haben. Die Rechtsstaatlichkeit, die Wertschätzung der individuellen Freiheit, die Gleichberechtigung aller Menschen und die gegenseitige Zusammenarbeit zwischen vom Staat nicht gefesselten Personen dienen der Verbesserung unserer Gesellschaft.;Stary porz¹dek zosta³ obalony w naszym narodzie. Oœwiecone idea³y zapocz¹tkowa³y now¹ erê, w której dla drobnych despotów, którzy nie stoj¹ na stra¿y interesów naszych obywateli, nie ma ju¿ miejsca. Rz¹dy prawa, ceni¹c wolnoœæ jednostki, równe prawa wszystkich ludzi i wzajemn¹ wspó³pracê miêdzy jednostkami uwolnionymi od pañstwa, s³u¿¹ dobru naszego spo³eczeñstwa.;El viejo orden ha sido derrocado en nuestra nación. Los ideales ilustrados han surgido en una nueva era, donde los pequeños déspotas que no defienden los mejores intereses de nuestros ciudadanos ya no tienen un lugar. El estado de derecho, la valoración de la libertad individual, la igualdad de derechos para todos los hombres y la cooperación mutua entre individuos liberados del estado, son todos para el mejoramiento de nuestra sociedad.;Il vecchio ordine è stato rovesciato nella nostra nazione. Gli ideali illuminati sono sorti in una nuova era, dove i meschini despoti che non sostengono il miglior interesse dei nostri cittadini non hanno più un posto. Lo stato di diritto, la valutazione della libertà individuale, la parità di diritti per tutti gli uomini e la reciproca cooperazione tra individui non legati allo stato, sono tutti elementi per il miglioramento della nostra società.;A régi rendet nemzetünkben megdöntötték. A megvilágosodott eszmék új korszakot idéztek elõ, ahol már nincs helyük olyan apró depótoknak, akik nem tartják tiszteletben polgáraink érdekeit. A törvényes szabályok, az egyéni szabadság, az összes ember számára egyenlõ jogok és az államtól független egyének közötti kölcsönös együttmûködés értékelése mind társadalmunk javulását szolgálják.;Starı øád byl v našem národì svren. Osvícené ideály pøinesly novı vìk, kde drobné despoty, které nezachovávají nejlepší zájem našich obèanù, u nemají místo. Vláda ze zákona, oceòování individuální svobody, stejná práva pro všechny mue a vzájemná spolupráce mezi jednotlivci nezachycenımi od státu, to vše je pro zlepšení naší spoleènosti.;A régi rendet nemzetünkben megdöntötték. A megvilágosodott eszmék új korszakot idéztek elõ, ahol már nincs helyük olyan apró depótoknak, akik nem tartják tiszteletben polgáraink érdekeit. A törvényes szabályok, az egyéni szabadság, az összes ember számára egyenlõ jogok és az államtól független egyének közötti kölcsönös együttmûködés értékelése mind társadalmunk javulását szolgálják.;De oude orde is in ons land omvergeworpen. Verlichte idealen hebben een nieuw tijdperk ingeluid, waarin kleine despoten die niet het belang van onze burgers hooghouden, geen plaats meer hebben. Wetgeving, het waarderen van individuele vrijheid, gelijke rechten voor alle mannen en onderlinge samenwerking tussen individuen die zijn losgekoppeld van de staat, zijn allemaal voor de verbetering van onze samenleving.;A velha ordem foi derrubada em nossa nação. Os ideais iluminados surgiram em uma nova era, onde pequenos déspotas que não defendem o melhor interesse de nossos cidadãos não têm mais lugar. Governar por lei, valorizar a liberdade individual, direitos iguais a todos os homens e cooperação mútua entre indivíduos livres do Estado, são todos para o aprimoramento de nossa sociedade.;Ñòàğûé ïîğÿäîê áûë ñâåğãíóò â íàøåé ñòğàíå. Ïğîñâåùåííûå èäåàëû âîçíèêëè â íîâóş ıïîõó, êîãäà ìåëêèì äåñïîòàì, êîòîğûå íå îòñòàèâàşò èíòåğåñû íàøèõ ãğàæäàí, áîëüøå íåò ìåñòà. Ïğàâî ïî çàêîíó, öåííàÿ ëè÷íàÿ ñâîáîäà, ğàâíûå ïğàâà äëÿ âñåõ ëşäåé è âçàèìíîå ñîòğóäíè÷åñòâî ìåæäó ëèöàìè, íå èìåşùèìè ïğàâà íà ñâîáîäó îò ãîñóäàğñòâà, - âñå ıòî íà áëàãî íàøåãî îáùåñòâà.;Vanha järjestys on kaatunut kansassamme. Valaistuneet ihanteet ovat alkaneet uuden aikakauden, jolloin niillä pienillä despoteillä, jotka eivät puolusta kansalaistemme etuja, ei ole enää paikkaa. Lakilaki, jossa arvostetaan yksilöllistä vapautta, kaikille miehille yhtäläisiä oikeuksia ja valtiosta irrotettujen henkilöiden keskinäistä yhteistyötä, ovat kaikki yhteiskunnan parantamiseksi.;x
EVTOPTA100200026;Liberty, Equality and Fraternity;Liberté, égalité et fraternité;Freiheit, Gleichheit und Brüderlichkeit;Wolnoœæ, równoœæ i braterstwo;Libertad, igualdad y fraternidad;Libertà, uguaglianza e fraternità;Szabadság, egyenlõség és testvériség;Svoboda, rovnost a bratrství;Szabadság, egyenlõség és testvériség;Vrijheid, gelijkheid en broederschap;Liberdade, Igualdade e Fraternidade;Ñâîáîäà, Ğàâåíñòâî è Áğàòñòâî;Vapaus, tasa-arvo ja veljeys;x
EVTNAME5000100;The Oder-Neiße Line;La ligne Oder-Neiße;Die Oder-Neiße-Linie;Linia Oder-Neiße;La línea Oder-Neiße;La linea Oder-Neiße;Az Oder-Neiße vonal;Linka Oder-Neiße;Az Oder-Neiße vonal;De Oder-Neiße-lijn;A linha Oder-Neiße;Ëèíèÿ Îäåğ-Íåéñå;Oder-Neiße-linja;x
EVTDESC5000100;After $COUNTRY$ conquered the city of Szczecin, it is better to set a treaty with the Germans about the new border following two rivers, the Oder and the Neiße.;Après que $COUNTRY$ a conquis la ville de Szczecin, il est préférable de conclure un traité avec les Allemands sur la nouvelle frontière suivant deux fleuves, l'Oder et la Neiße.;Nachdem $COUNTRY$ die Stadt Szczecin erobert hat, ist es besser, mit den Deutschen einen Vertrag über die neue Grenze nach zwei Flüssen, der Oder und der Neiße, zu schließen.;Po podbiciu Szczecina przez $COUNTRY$ lepiej jest zawrzeæ z Niemcami traktat o nowej granicy wzd³u¿ dwóch rzek: Odry i Neiße.;Después de que $COUNTRY$ conquistó la ciudad de Szczecin, es mejor establecer un tratado con los alemanes sobre la nueva frontera que sigue a dos ríos, el Oder y el Neiße.;Dopo che $COUNTRY$ ha conquistato la città di Szczecin, è meglio stabilire un trattato con i tedeschi sul nuovo confine seguendo due fiumi, l'Oder e il Neiße.;Miután $COUNTRY$ meghódította Szczecin városát, jobb, ha megállapodást köt a németekkel az új határról, amely két folyót, az Oder és a Neiße után vezet.;Poté, co $COUNTRY$ dobyl mìsto Štìtín, je lepší uzavøít s Nìmci smlouvu o nové hranici po dvou øekách, Odøe a Neiße.;Miután $COUNTRY$ meghódította Szczecin városát, jobb, ha megállapodást köt a németekkel az új határról, amely két folyót, az Oder és a Neiße után vezet.;Nadat $COUNTRY$ de stad Szczecin heeft veroverd, is het beter om met de Duitsers een verdrag te sluiten over de nieuwe grens langs twee rivieren, de Oder en de Neiße.;Depois que $COUNTRY$ conquistou a cidade de Szczecin, é melhor estabelecer um tratado com os alemães sobre a nova fronteira, seguindo dois rios, Oder e Neiße.;Ïîñëå òîãî, êàê $COUNTRY$ çàâîåâàë ãîğîä Ùåöèí, ëó÷øå çàêëş÷èòü ñ íåìöàìè äîãîâîğ î íîâîé ãğàíèöå, ñëåäóşùåé çà äâóìÿ ğåêàìè, Îäåğîì è Íåéñå.;Sen jälkeen kun $COUNTRY$ on valloittanut Szczecinin kaupungin, on parempi tehdä saksalaisten kanssa sopimus uudesta rajasta kahden joen, Oderin ja Neißen, jälkeen.;x
